Vardas               Pavarde               ND1                 ND2                 ND3                 ND4                 ND5                 Egz.
Vardas871            Pavarde871            5                   5                   1                   10                  3                   5                   
Vardas872            Pavarde872            6                   8                   10                  8                   2                   5                   
Vardas873            Pavarde873            9                   6                   8                   2                   9                   10                  
Vardas874            Pavarde874            9                   3                   6                   7                   9                   4                   
Vardas875            Pavarde875            2                   2                   3                   2                   9                   1                   
Vardas876            Pavarde876            9                   10                  1                   8                   1                   10                  
Vardas877            Pavarde877            4                   6                   3                   10                  5                   6                   
Vardas878            Pavarde878            8                   7                   2                   10                  6                   2                   
Vardas879            Pavarde879            2                   6                   7                   9                   6                   10                  
Vardas880            Pavarde880            7                   6                   8                   8                   9                   5                   
Vardas881            Pavarde881            2                   1                   10                  10                  8                   1                   
Vardas882            Pavarde882            10                  1                   3                   8                   7                   1                   
Vardas883            Pavarde883            4                   6                   3                   2                   10                  2                   
Vardas884            Pavarde884            5                   7                   4                   7                   9                   8                   
Vardas885            Pavarde885            8                   2                   1                   4                   7                   7                   
Vardas886            Pavarde886            5                   2                   8                   6                   1                   3                   
Vardas887            Pavarde887            9                   5                   5                   8                   4                   10                  
Vardas888            Pavarde888            6                   6                   5                   9                   10                  7                   
Vardas889            Pavarde889            1                   5                   10                  9                   1                   9                   
Vardas890            Pavarde890            4                   5                   5                   9                   10                  2                   
Vardas891            Pavarde891            2                   1                   5                   4                   8                   7                   
Vardas892            Pavarde892            2                   2                   6                   6                   4                   4                   
Vardas893            Pavarde893            5                   5                   9                   6                   2                   1                   
Vardas894            Pavarde894            2                   1                   6                   7                   10                  10                  
Vardas895            Pavarde895            1                   6                   10                  10                  10                  9                   
Vardas896            Pavarde896            4                   5                   5                   2                   9                   2                   
Vardas897            Pavarde897            2                   5                   6                   4                   10                  4                   
Vardas898            Pavarde898            6                   8                   8                   9                   6                   9                   
Vardas899            Pavarde899            7                   10                  5                   5                   2                   5                   
Vardas900            Pavarde900            2                   2                   5                   4                   10                  6                   
Vardas901            Pavarde901            9                   6                   10                  6                   2                   6                   
Vardas902            Pavarde902            4                   8                   5                   5                   4                   8                   
Vardas903            Pavarde903            5                   2                   4                   6                   1                   2                   
Vardas904            Pavarde904            5                   3                   1                   6                   6                   1                   
Vardas905            Pavarde905            9                   7                   6                   5                   2                   3                   
Vardas906            Pavarde906            5                   2                   5                   6                   5                   8                   
Vardas907            Pavarde907            9                   4                   7                   1                   1                   2                   
Vardas908            Pavarde908            1                   5                   3                   1                   9                   6                   
Vardas909            Pavarde909            6                   2                   8                   5                   7                   2                   
Vardas910            Pavarde910            2                   7                   9                   3                   6                   1                   
Vardas911            Pavarde911            4                   4                   4                   5                   7                   5                   
Vardas912            Pavarde912            10                  5                   10                  6                   3                   7                   
Vardas913            Pavarde913            6                   8                   6                   8                   8                   10                  
Vardas914            Pavarde914            7                   7                   10                  9                   5                   5                   
Vardas915            Pavarde915            9                   6                   4                   7                   2                   2                   
Vardas916            Pavarde916            9                   3                   7                   8                   10                  4                   
Vardas917            Pavarde917            4                   3                   5                   1                   10                  5                   
Vardas918            Pavarde918            2                   6                   9                   6                   9                   9                   
Vardas919            Pavarde919            5                   4                   5                   5                   3                   8                   
Vardas920            Pavarde920            1                   2                   10                  9                   2                   8                   
Vardas921            Pavarde921            8                   8                   8                   3                   4                   10                  
Vardas922            Pavarde922            7                   9                   7                   8                   4                   6                   
Vardas923            Pavarde923            7                   10                  8                   3                   6                   9                   
Vardas924            Pavarde924            5                   1                   1                   6                   1                   5                   
Vardas925            Pavarde925            7                   10                  9                   10                  10                  9                   
Vardas926            Pavarde926            7                   10                  10                  3                   9                   6                   
Vardas927            Pavarde927            7                   1                   7                   1                   8                   1                   
Vardas928            Pavarde928            3                   3                   3                   1                   10                  7                   
Vardas929            Pavarde929            6                   1                   3                   5                   10                  10                  
Vardas930            Pavarde930            8                   5                   4                   8                   3                   1                   
Vardas931            Pavarde931            6                   7                   10                  9                   3                   8                   
Vardas932            Pavarde932            2                   10                  2                   8                   10                  4                   
Vardas933            Pavarde933            9                   5                   7                   6                   5                   10                  
Vardas934            Pavarde934            7                   8                   10                  2                   8                   9                   
Vardas935            Pavarde935            3                   4                   10                  10                  10                  6                   
Vardas936            Pavarde936            8                   3                   8                   8                   4                   5                   
Vardas937            Pavarde937            8                   6                   10                  9                   9                   10                  
Vardas938            Pavarde938            6                   2                   1                   5                   4                   2                   
Vardas939            Pavarde939            9                   9                   3                   8                   4                   7                   
Vardas940            Pavarde940            6                   7                   6                   5                   9                   5                   
Vardas941            Pavarde941            3                   1                   4                   8                   3                   5                   
Vardas942            Pavarde942            9                   7                   2                   8                   3                   7                   
Vardas943            Pavarde943            9                   5                   3                   10                  4                   7                   
Vardas944            Pavarde944            5                   2                   3                   7                   1                   4                   
Vardas945            Pavarde945            2                   9                   8                   10                  9                   8                   
Vardas946            Pavarde946            3                   6                   7                   10                  8                   8                   
Vardas947            Pavarde947            7                   3                   8                   1                   1                   10                  
Vardas948            Pavarde948            9                   4                   2                   1                   2                   1                   
Vardas949            Pavarde949            10                  10                  9                   1                   8                   4                   
Vardas950            Pavarde950            3                   3                   3                   2                   9                   4                   
Vardas951            Pavarde951            1                   5                   2                   6                   3                   5                   
Vardas952            Pavarde952            7                   9                   5                   5                   5                   2                   
Vardas953            Pavarde953            7                   5                   5                   9                   8                   9                   
Vardas954            Pavarde954            9                   8                   2                   9                   7                   4                   
Vardas955            Pavarde955            2                   10                  10                  1                   2                   2                   
Vardas956            Pavarde956            6                   10                  10                  3                   6                   3                   
Vardas957            Pavarde957            10                  9                   10                  4                   10                  3                   
Vardas958            Pavarde958            8                   8                   7                   9                   4                   9                   
Vardas959            Pavarde959            5                   8                   9                   5                   5                   2                   
Vardas960            Pavarde960            6                   4                   2                   1                   7                   2                   
Vardas961            Pavarde961            9                   6                   1                   8                   5                   9                   
Vardas962            Pavarde962            2                   3                   6                   8                   7                   10                  
Vardas963            Pavarde963            4                   1                   2                   7                   10                  5                   
Vardas964            Pavarde964            4                   2                   10                  7                   8                   3                   
Vardas965            Pavarde965            2                   3                   7                   1                   2                   8                   
Vardas966            Pavarde966            10                  10                  5                   10                  4                   9                   
Vardas967            Pavarde967            7                   8                   9                   6                   3                   4                   
Vardas968            Pavarde968            6                   5                   10                  3                   3                   3                   
Vardas969            Pavarde969            3                   10                  10                  8                   5                   6                   
Vardas970            Pavarde970            8                   2                   10                  2                   6                   10                  
Vardas971            Pavarde971            9                   4                   8                   10                  4                   2                   
Vardas972            Pavarde972            2                   1                   8                   8                   3                   9                   
Vardas973            Pavarde973            6                   8                   3                   3                   10                  7                   
Vardas974            Pavarde974            2                   4                   9                   5                   9                   10                  
Vardas975            Pavarde975            10                  5                   10                  9                   5                   7                   
Vardas976            Pavarde976            8                   4                   6                   8                   4                   5                   
Vardas977            Pavarde977            6                   3                   5                   5                   9                   1                   
Vardas978            Pavarde978            6                   6                   3                   2                   9                   1                   
Vardas979            Pavarde979            1                   5                   10                  5                   3                   8                   
Vardas980            Pavarde980            3                   9                   5                   3                   3                   5                   
Vardas981            Pavarde981            9                   9                   3                   4                   7                   6                   
Vardas982            Pavarde982            8                   6                   3                   7                   7                   9                   
Vardas983            Pavarde983            2                   8                   10                  3                   6                   7                   
Vardas984            Pavarde984            1                   7                   2                   8                   4                   8                   
Vardas985            Pavarde985            2                   9                   10                  7                   8                   3                   
Vardas986            Pavarde986            6                   3                   5                   8                   4                   10                  
Vardas987            Pavarde987            1                   5                   1                   1                   3                   6                   
Vardas988            Pavarde988            3                   3                   9                   5                   7                   6                   
Vardas989            Pavarde989            5                   4                   9                   10                  2                   9                   
Vardas990            Pavarde990            5                   6                   10                  9                   10                  8                   
Vardas991            Pavarde991            7                   3                   1                   10                  2                   6                   
Vardas992            Pavarde992            7                   9                   4                   4                   8                   6                   
Vardas993            Pavarde993            8                   2                   6                   2                   2                   10                  
Vardas994            Pavarde994            3                   7                   9                   1                   4                   5                   
Vardas995            Pavarde995            7                   6                   3                   4                   5                   1                   
Vardas996            Pavarde996            2                   4                   7                   5                   7                   1                   
Vardas997            Pavarde997            6                   9                   1                   6                   10                  8                   
Vardas998            Pavarde998            5                   4                   5                   1                   9                   9                   
Vardas999            Pavarde999            1                   4                   8                   2                   8                   2                   
Vardas1000           Pavarde1000           2                   9                   7                   3                   7                   2                   
