Vardas               Pavarde               ND1                 ND2                 ND3                 ND4                 ND5                 Egz.
Vardas4594           Pavarde4594           6                   7                   6                   2                   7                   9                   
Vardas4595           Pavarde4595           2                   4                   9                   5                   5                   7                   
Vardas4596           Pavarde4596           1                   3                   7                   1                   10                  9                   
Vardas4597           Pavarde4597           6                   2                   1                   1                   10                  3                   
Vardas4598           Pavarde4598           5                   1                   9                   8                   2                   3                   
Vardas4599           Pavarde4599           3                   10                  8                   8                   1                   7                   
Vardas4600           Pavarde4600           10                  10                  5                   10                  7                   1                   
Vardas4601           Pavarde4601           3                   6                   7                   2                   5                   3                   
Vardas4602           Pavarde4602           10                  4                   4                   2                   2                   5                   
Vardas4603           Pavarde4603           9                   10                  2                   4                   4                   7                   
Vardas4604           Pavarde4604           3                   4                   6                   3                   5                   8                   
Vardas4605           Pavarde4605           10                  2                   6                   5                   6                   1                   
Vardas4606           Pavarde4606           2                   2                   6                   6                   3                   9                   
Vardas4607           Pavarde4607           7                   4                   7                   1                   4                   8                   
Vardas4608           Pavarde4608           2                   7                   4                   6                   8                   10                  
Vardas4609           Pavarde4609           1                   3                   6                   5                   7                   9                   
Vardas4610           Pavarde4610           5                   4                   9                   1                   7                   5                   
Vardas4611           Pavarde4611           8                   5                   4                   2                   3                   3                   
Vardas4612           Pavarde4612           6                   2                   4                   2                   10                  5                   
Vardas4613           Pavarde4613           6                   4                   9                   5                   10                  5                   
Vardas4614           Pavarde4614           10                  9                   10                  7                   6                   6                   
Vardas4615           Pavarde4615           1                   9                   2                   4                   9                   6                   
Vardas4616           Pavarde4616           4                   6                   8                   1                   4                   6                   
Vardas4617           Pavarde4617           8                   7                   6                   1                   1                   3                   
Vardas4618           Pavarde4618           9                   7                   3                   5                   4                   9                   
Vardas4619           Pavarde4619           3                   1                   2                   3                   5                   10                  
Vardas4620           Pavarde4620           10                  7                   4                   7                   10                  7                   
Vardas4621           Pavarde4621           10                  3                   6                   5                   4                   5                   
Vardas4622           Pavarde4622           4                   10                  2                   3                   7                   4                   
Vardas4623           Pavarde4623           4                   5                   4                   4                   1                   3                   
Vardas4624           Pavarde4624           8                   7                   8                   4                   2                   6                   
Vardas4625           Pavarde4625           10                  2                   7                   7                   7                   3                   
Vardas4626           Pavarde4626           7                   3                   9                   9                   2                   6                   
Vardas4627           Pavarde4627           2                   10                  9                   3                   7                   6                   
Vardas4628           Pavarde4628           5                   3                   5                   3                   2                   4                   
Vardas4629           Pavarde4629           7                   7                   9                   6                   5                   4                   
Vardas4630           Pavarde4630           6                   10                  3                   10                  5                   2                   
Vardas4631           Pavarde4631           1                   4                   2                   3                   10                  2                   
Vardas4632           Pavarde4632           8                   5                   10                  5                   9                   2                   
Vardas4633           Pavarde4633           5                   3                   4                   2                   9                   7                   
Vardas4634           Pavarde4634           5                   10                  9                   9                   8                   7                   
Vardas4635           Pavarde4635           10                  8                   9                   2                   7                   10                  
Vardas4636           Pavarde4636           3                   7                   5                   8                   2                   1                   
Vardas4637           Pavarde4637           1                   3                   2                   5                   4                   7                   
Vardas4638           Pavarde4638           4                   10                  5                   7                   1                   10                  
Vardas4639           Pavarde4639           5                   2                   1                   8                   3                   7                   
Vardas4640           Pavarde4640           4                   4                   9                   8                   7                   7                   
Vardas4641           Pavarde4641           5                   5                   5                   7                   1                   3                   
Vardas4642           Pavarde4642           10                  3                   6                   10                  4                   3                   
Vardas4643           Pavarde4643           5                   7                   2                   6                   7                   8                   
Vardas4644           Pavarde4644           6                   9                   8                   6                   9                   10                  
Vardas4645           Pavarde4645           7                   3                   7                   10                  1                   3                   
Vardas4646           Pavarde4646           10                  2                   10                  4                   6                   5                   
Vardas4647           Pavarde4647           3                   7                   5                   3                   7                   5                   
Vardas4648           Pavarde4648           5                   7                   7                   1                   6                   3                   
Vardas4649           Pavarde4649           6                   3                   2                   8                   8                   3                   
Vardas4650           Pavarde4650           4                   2                   10                  7                   9                   5                   
Vardas4651           Pavarde4651           9                   6                   10                  9                   10                  1                   
Vardas4652           Pavarde4652           5                   7                   10                  6                   6                   2                   
Vardas4653           Pavarde4653           3                   7                   6                   6                   5                   9                   
Vardas4654           Pavarde4654           4                   3                   2                   7                   8                   7                   
Vardas4655           Pavarde4655           6                   4                   10                  5                   1                   3                   
Vardas4656           Pavarde4656           5                   9                   4                   5                   4                   6                   
Vardas4657           Pavarde4657           2                   4                   8                   5                   8                   3                   
Vardas4658           Pavarde4658           7                   3                   8                   6                   9                   9                   
Vardas4659           Pavarde4659           10                  10                  8                   10                  7                   6                   
Vardas4660           Pavarde4660           8                   2                   7                   10                  1                   6                   
Vardas4661           Pavarde4661           8                   7                   3                   4                   4                   3                   
Vardas4662           Pavarde4662           1                   4                   6                   8                   8                   9                   
Vardas4663           Pavarde4663           6                   9                   3                   7                   7                   9                   
Vardas4664           Pavarde4664           3                   1                   10                  5                   2                   10                  
Vardas4665           Pavarde4665           7                   8                   3                   7                   6                   6                   
Vardas4666           Pavarde4666           4                   5                   8                   6                   5                   3                   
Vardas4667           Pavarde4667           5                   5                   7                   6                   7                   7                   
Vardas4668           Pavarde4668           10                  1                   6                   4                   2                   4                   
Vardas4669           Pavarde4669           4                   4                   9                   1                   8                   3                   
Vardas4670           Pavarde4670           7                   9                   4                   2                   7                   1                   
Vardas4671           Pavarde4671           4                   1                   3                   5                   5                   9                   
Vardas4672           Pavarde4672           4                   2                   1                   10                  2                   6                   
Vardas4673           Pavarde4673           10                  6                   8                   3                   10                  9                   
Vardas4674           Pavarde4674           9                   1                   9                   7                   7                   4                   
Vardas4675           Pavarde4675           6                   1                   6                   5                   9                   10                  
Vardas4676           Pavarde4676           9                   3                   3                   2                   4                   8                   
Vardas4677           Pavarde4677           8                   8                   6                   9                   2                   2                   
Vardas4678           Pavarde4678           9                   1                   8                   10                  3                   3                   
Vardas4679           Pavarde4679           10                  1                   1                   7                   2                   5                   
Vardas4680           Pavarde4680           3                   8                   4                   1                   8                   4                   
Vardas4681           Pavarde4681           2                   10                  4                   4                   1                   8                   
Vardas4682           Pavarde4682           7                   7                   4                   10                  6                   4                   
Vardas4683           Pavarde4683           7                   5                   9                   8                   2                   1                   
Vardas4684           Pavarde4684           3                   1                   5                   4                   2                   5                   
Vardas4685           Pavarde4685           9                   3                   2                   9                   8                   5                   
Vardas4686           Pavarde4686           1                   7                   5                   8                   3                   5                   
Vardas4687           Pavarde4687           6                   10                  5                   7                   6                   3                   
Vardas4688           Pavarde4688           1                   5                   4                   9                   2                   1                   
Vardas4689           Pavarde4689           9                   5                   6                   10                  6                   2                   
Vardas4690           Pavarde4690           2                   4                   5                   7                   3                   6                   
Vardas4691           Pavarde4691           7                   6                   3                   6                   9                   10                  
Vardas4692           Pavarde4692           2                   6                   4                   6                   7                   7                   
Vardas4693           Pavarde4693           5                   5                   9                   7                   3                   4                   
Vardas4694           Pavarde4694           8                   5                   10                  7                   7                   5                   
Vardas4695           Pavarde4695           3                   3                   4                   2                   4                   4                   
Vardas4696           Pavarde4696           3                   6                   6                   10                  2                   8                   
Vardas4697           Pavarde4697           9                   5                   4                   2                   1                   6                   
Vardas4698           Pavarde4698           10                  10                  5                   6                   6                   7                   
Vardas4699           Pavarde4699           5                   8                   10                  2                   3                   7                   
Vardas4700           Pavarde4700           6                   7                   5                   9                   8                   8                   
Vardas4701           Pavarde4701           5                   1                   4                   9                   2                   9                   
Vardas4702           Pavarde4702           2                   8                   6                   4                   6                   2                   
Vardas4703           Pavarde4703           9                   6                   1                   2                   8                   7                   
Vardas4704           Pavarde4704           3                   3                   10                  3                   5                   8                   
Vardas4705           Pavarde4705           2                   8                   4                   4                   9                   3                   
Vardas4706           Pavarde4706           1                   1                   3                   4                   6                   2                   
Vardas4707           Pavarde4707           1                   2                   10                  7                   5                   3                   
Vardas4708           Pavarde4708           4                   1                   1                   8                   7                   1                   
Vardas4709           Pavarde4709           5                   4                   10                  10                  7                   3                   
Vardas4710           Pavarde4710           1                   9                   5                   10                  4                   2                   
Vardas4711           Pavarde4711           1                   9                   9                   7                   2                   2                   
Vardas4712           Pavarde4712           8                   7                   6                   5                   10                  4                   
Vardas4713           Pavarde4713           4                   10                  6                   9                   5                   9                   
Vardas4714           Pavarde4714           8                   6                   9                   1                   6                   9                   
Vardas4715           Pavarde4715           10                  5                   1                   8                   5                   5                   
Vardas4716           Pavarde4716           6                   9                   4                   1                   5                   7                   
Vardas4717           Pavarde4717           7                   7                   9                   2                   8                   8                   
Vardas4718           Pavarde4718           2                   5                   10                  7                   2                   3                   
Vardas4719           Pavarde4719           10                  8                   6                   7                   7                   9                   
Vardas4720           Pavarde4720           10                  4                   7                   2                   8                   9                   
Vardas4721           Pavarde4721           4                   4                   2                   8                   7                   10                  
Vardas4722           Pavarde4722           6                   5                   1                   6                   1                   4                   
Vardas4723           Pavarde4723           10                  3                   8                   10                  4                   1                   
Vardas4724           Pavarde4724           3                   7                   4                   4                   5                   4                   
Vardas4725           Pavarde4725           1                   3                   9                   4                   9                   6                   
Vardas4726           Pavarde4726           10                  5                   1                   4                   2                   7                   
Vardas4727           Pavarde4727           3                   5                   5                   5                   6                   7                   
Vardas4728           Pavarde4728           6                   9                   2                   5                   8                   9                   
Vardas4729           Pavarde4729           9                   8                   10                  4                   9                   9                   
Vardas4730           Pavarde4730           2                   6                   5                   2                   1                   5                   
Vardas4731           Pavarde4731           10                  5                   10                  3                   1                   10                  
Vardas4732           Pavarde4732           5                   9                   6                   2                   9                   6                   
Vardas4733           Pavarde4733           8                   3                   8                   2                   4                   4                   
Vardas4734           Pavarde4734           9                   3                   3                   3                   2                   2                   
Vardas4735           Pavarde4735           10                  7                   4                   10                  5                   8                   
Vardas4736           Pavarde4736           1                   7                   9                   2                   6                   2                   
Vardas4737           Pavarde4737           10                  10                  10                  6                   8                   4                   
Vardas4738           Pavarde4738           4                   7                   2                   3                   5                   8                   
Vardas4739           Pavarde4739           3                   10                  1                   2                   7                   7                   
Vardas4740           Pavarde4740           3                   4                   9                   1                   3                   1                   
Vardas4741           Pavarde4741           5                   7                   9                   8                   5                   2                   
Vardas4742           Pavarde4742           9                   5                   4                   10                  6                   3                   
Vardas4743           Pavarde4743           6                   8                   8                   4                   9                   1                   
Vardas4744           Pavarde4744           1                   2                   4                   6                   5                   9                   
Vardas4745           Pavarde4745           10                  10                  1                   1                   4                   8                   
Vardas4746           Pavarde4746           9                   3                   5                   3                   4                   5                   
Vardas4747           Pavarde4747           6                   5                   1                   2                   7                   9                   
Vardas4748           Pavarde4748           6                   2                   5                   8                   9                   5                   
Vardas4749           Pavarde4749           2                   1                   8                   8                   2                   8                   
Vardas4750           Pavarde4750           3                   10                  9                   10                  8                   8                   
Vardas4751           Pavarde4751           5                   10                  4                   7                   1                   4                   
Vardas4752           Pavarde4752           2                   5                   1                   7                   7                   5                   
Vardas4753           Pavarde4753           6                   6                   8                   6                   7                   9                   
Vardas4754           Pavarde4754           8                   1                   4                   1                   5                   8                   
Vardas4755           Pavarde4755           1                   5                   3                   10                  7                   10                  
Vardas4756           Pavarde4756           3                   7                   8                   1                   7                   1                   
Vardas4757           Pavarde4757           8                   5                   2                   2                   4                   5                   
Vardas4758           Pavarde4758           9                   6                   5                   10                  3                   3                   
Vardas4759           Pavarde4759           1                   7                   9                   1                   7                   9                   
Vardas4760           Pavarde4760           7                   9                   9                   3                   1                   2                   
Vardas4761           Pavarde4761           4                   4                   2                   9                   4                   6                   
Vardas4762           Pavarde4762           3                   7                   3                   8                   2                   3                   
Vardas4763           Pavarde4763           10                  9                   6                   9                   8                   1                   
Vardas4764           Pavarde4764           6                   2                   9                   9                   10                  2                   
Vardas4765           Pavarde4765           7                   9                   4                   6                   7                   10                  
Vardas4766           Pavarde4766           8                   7                   10                  6                   6                   7                   
Vardas4767           Pavarde4767           8                   6                   2                   10                  5                   1                   
Vardas4768           Pavarde4768           5                   6                   2                   2                   3                   9                   
Vardas4769           Pavarde4769           6                   2                   4                   8                   4                   7                   
Vardas4770           Pavarde4770           5                   6                   2                   1                   2                   9                   
Vardas4771           Pavarde4771           3                   8                   10                  9                   1                   4                   
Vardas4772           Pavarde4772           7                   10                  3                   10                  3                   9                   
Vardas4773           Pavarde4773           8                   4                   7                   8                   9                   7                   
Vardas4774           Pavarde4774           1                   6                   1                   1                   10                  6                   
Vardas4775           Pavarde4775           5                   2                   8                   2                   6                   2                   
Vardas4776           Pavarde4776           10                  9                   4                   8                   9                   3                   
Vardas4777           Pavarde4777           4                   7                   7                   7                   2                   10                  
Vardas4778           Pavarde4778           1                   8                   6                   10                  4                   3                   
Vardas4779           Pavarde4779           6                   7                   3                   3                   10                  5                   
Vardas4780           Pavarde4780           10                  7                   7                   2                   9                   3                   
Vardas4781           Pavarde4781           7                   4                   10                  4                   5                   9                   
Vardas4782           Pavarde4782           9                   8                   4                   8                   6                   2                   
Vardas4783           Pavarde4783           6                   9                   5                   7                   9                   8                   
Vardas4784           Pavarde4784           7                   9                   2                   10                  10                  9                   
Vardas4785           Pavarde4785           8                   7                   3                   2                   1                   2                   
Vardas4786           Pavarde4786           2                   1                   2                   4                   3                   9                   
Vardas4787           Pavarde4787           1                   10                  4                   3                   3                   5                   
Vardas4788           Pavarde4788           4                   8                   7                   5                   9                   3                   
Vardas4789           Pavarde4789           8                   3                   10                  7                   6                   7                   
Vardas4790           Pavarde4790           3                   2                   8                   7                   3                   2                   
Vardas4791           Pavarde4791           3                   10                  6                   10                  3                   3                   
Vardas4792           Pavarde4792           7                   10                  10                  7                   5                   4                   
Vardas4793           Pavarde4793           3                   4                   4                   4                   2                   2                   
Vardas4794           Pavarde4794           6                   4                   6                   1                   1                   3                   
Vardas4795           Pavarde4795           2                   5                   1                   2                   7                   5                   
Vardas4796           Pavarde4796           10                  4                   1                   4                   6                   1                   
Vardas4797           Pavarde4797           10                  3                   10                  9                   6                   1                   
Vardas4798           Pavarde4798           10                  9                   8                   4                   10                  9                   
Vardas4799           Pavarde4799           3                   5                   10                  9                   7                   1                   
Vardas4800           Pavarde4800           7                   9                   2                   6                   3                   6                   
Vardas4801           Pavarde4801           4                   3                   8                   2                   5                   5                   
Vardas4802           Pavarde4802           8                   1                   6                   9                   6                   10                  
Vardas4803           Pavarde4803           5                   9                   2                   3                   1                   6                   
Vardas4804           Pavarde4804           3                   9                   9                   8                   3                   10                  
Vardas4805           Pavarde4805           8                   3                   4                   8                   4                   7                   
Vardas4806           Pavarde4806           4                   8                   8                   9                   2                   6                   
Vardas4807           Pavarde4807           9                   6                   3                   1                   3                   8                   
Vardas4808           Pavarde4808           10                  4                   1                   10                  1                   9                   
Vardas4809           Pavarde4809           9                   6                   3                   8                   9                   3                   
Vardas4810           Pavarde4810           3                   9                   4                   10                  1                   3                   
Vardas4811           Pavarde4811           8                   4                   5                   5                   5                   7                   
Vardas4812           Pavarde4812           2                   8                   9                   5                   10                  8                   
Vardas4813           Pavarde4813           7                   3                   2                   4                   6                   6                   
Vardas4814           Pavarde4814           6                   1                   9                   9                   6                   9                   
Vardas4815           Pavarde4815           10                  5                   1                   2                   4                   6                   
Vardas4816           Pavarde4816           7                   9                   8                   8                   5                   10                  
Vardas4817           Pavarde4817           3                   2                   3                   9                   4                   1                   
Vardas4818           Pavarde4818           3                   6                   9                   4                   9                   4                   
Vardas4819           Pavarde4819           5                   1                   4                   1                   1                   6                   
Vardas4820           Pavarde4820           10                  10                  7                   2                   9                   1                   
Vardas4821           Pavarde4821           1                   1                   4                   5                   3                   8                   
Vardas4822           Pavarde4822           8                   4                   7                   4                   8                   9                   
Vardas4823           Pavarde4823           6                   8                   3                   3                   3                   1                   
Vardas4824           Pavarde4824           10                  3                   6                   9                   4                   4                   
Vardas4825           Pavarde4825           6                   8                   8                   1                   9                   7                   
Vardas4826           Pavarde4826           7                   3                   2                   7                   2                   10                  
Vardas4827           Pavarde4827           10                  3                   2                   9                   1                   2                   
Vardas4828           Pavarde4828           4                   6                   8                   10                  7                   10                  
Vardas4829           Pavarde4829           2                   1                   7                   7                   8                   10                  
Vardas4830           Pavarde4830           1                   10                  1                   8                   5                   5                   
Vardas4831           Pavarde4831           8                   9                   3                   9                   1                   1                   
Vardas4832           Pavarde4832           10                  4                   3                   1                   1                   3                   
Vardas4833           Pavarde4833           4                   1                   8                   10                  2                   9                   
Vardas4834           Pavarde4834           9                   10                  5                   1                   4                   2                   
Vardas4835           Pavarde4835           2                   4                   4                   9                   10                  6                   
Vardas4836           Pavarde4836           2                   5                   8                   6                   6                   10                  
Vardas4837           Pavarde4837           9                   9                   3                   6                   6                   10                  
Vardas4838           Pavarde4838           10                  4                   3                   7                   9                   1                   
Vardas4839           Pavarde4839           10                  9                   10                  2                   5                   5                   
Vardas4840           Pavarde4840           6                   4                   7                   10                  5                   1                   
Vardas4841           Pavarde4841           7                   5                   4                   5                   1                   1                   
Vardas4842           Pavarde4842           4                   7                   9                   2                   7                   10                  
Vardas4843           Pavarde4843           10                  9                   10                  10                  2                   6                   
Vardas4844           Pavarde4844           10                  5                   1                   3                   5                   3                   
Vardas4845           Pavarde4845           2                   1                   8                   5                   10                  1                   
Vardas4846           Pavarde4846           1                   4                   6                   7                   5                   8                   
Vardas4847           Pavarde4847           6                   1                   9                   1                   3                   10                  
Vardas4848           Pavarde4848           2                   9                   10                  6                   6                   2                   
Vardas4849           Pavarde4849           4                   3                   5                   5                   3                   2                   
Vardas4850           Pavarde4850           9                   5                   3                   3                   2                   2                   
Vardas4851           Pavarde4851           7                   5                   9                   10                  2                   2                   
Vardas4852           Pavarde4852           2                   6                   6                   6                   7                   8                   
Vardas4853           Pavarde4853           7                   10                  3                   5                   6                   4                   
Vardas4854           Pavarde4854           1                   7                   7                   5                   2                   7                   
Vardas4855           Pavarde4855           1                   5                   3                   10                  3                   3                   
Vardas4856           Pavarde4856           1                   4                   2                   5                   1                   8                   
Vardas4857           Pavarde4857           3                   1                   10                  3                   5                   7                   
Vardas4858           Pavarde4858           8                   5                   3                   5                   4                   1                   
Vardas4859           Pavarde4859           1                   1                   4                   7                   1                   6                   
Vardas4860           Pavarde4860           8                   6                   3                   2                   10                  8                   
Vardas4861           Pavarde4861           10                  1                   4                   8                   6                   8                   
Vardas4862           Pavarde4862           2                   2                   2                   6                   4                   3                   
Vardas4863           Pavarde4863           7                   1                   3                   3                   1                   3                   
Vardas4864           Pavarde4864           5                   3                   8                   2                   6                   2                   
Vardas4865           Pavarde4865           3                   5                   4                   9                   2                   5                   
Vardas4866           Pavarde4866           8                   2                   3                   10                  1                   7                   
